X,Y,CCN,REPORT_DAT,SHIFT,METHOD,OFFENSE,BLOCK,XBLOCK,YBLOCK,WARD,ANC,DISTRICT,PSA,NEIGHBORHOOD_CLUSTER,BLOCK_GROUP,CENSUS_TRACT,VOTING_PRECINCT,LATITUDE,LONGITUDE,BID,START_DATE,END_DATE,OBJECTID,OCTO_RECORD_ID
398943,133729,23021772,2023/02/11 05:46:02+00,MIDNIGHT,OTHERS,THEFT/OTHER,1500 - 1599 BLOCK OF 1ST STREET SW,398943,133729,6,6D,1,105,Cluster 9,006400 2,006400,Precinct 127,38.8713860303,-77.012180414,,2023/02/07 23:05:00+00,2023/02/07 23:45:00+00,699902272,
397359,143878,23021908,2023/02/09 22:44:26+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1300  - 1327 BLOCK OF PEABODY STREET NW,397359,143878,4,4A,4,402,Cluster 17,001804 3,001804,Precinct 60,38.962808231,-77.0304727885,,2023/02/09 17:00:00+00,2023/02/09 22:27:00+00,699902273,
392733,140169,23022440,2023/02/10 19:33:18+00,DAY,OTHERS,THEFT F/AUTO,3000 - 3099 BLOCK OF 43RD STREET NW,392733,140169,3,3D,2,205,Cluster 13,000804 3,000804,Precinct 10,38.9293704372,-77.0838098961,,2023/02/06 15:00:00+00,2023/02/06 16:00:00+00,699902274,
404131,135546,23023393,2023/02/12 15:01:01+00,DAY,OTHERS,MOTOR VEHICLE THEFT,3600 - 3699 BLOCK OF B STREET SE,404131,135546,7,7F,6,603,Cluster 32,007703 3,007703,Precinct 107,38.8877452066,-76.9523852131,,2023/02/11 14:12:00+00,,699902275,
401265,136988,23023803,2023/02/13 15:11:49+00,DAY,OTHERS,THEFT/OTHER,1396 - 1399 BLOCK OF FLORIDA AVENUE NE,401265,136988,5,5D,5,506,Cluster 23,008802 2,008802,Precinct 77,38.9007440676,-76.9854166839,,2023/02/13 14:13:00+00,2023/02/13 14:48:00+00,699902276,
398099,138387,23024096,2023/02/13 23:52:14+00,EVENING,OTHERS,THEFT F/AUTO,1700 - 1799 BLOCK OF 7TH STREET NW,398099,138387,2,2G,3,308,Cluster 7,004801 2,004801,Precinct 21,38.9133455994,-77.0219191955,,2023/02/12 23:30:00+00,2023/02/13 03:20:00+00,699902277,
399996,136784,23024869,2023/02/15 12:17:33+00,DAY,OTHERS,ROBBERY,400 - 499 BLOCK OF G STREET NE,399996,136784,6,6C,1,104,Cluster 25,008301 1,008301,Precinct 84,38.8989072726,-77.0000461121,,2023/02/15 11:11:00+00,2023/02/15 12:00:00+00,699902278,
399104,143306,23024922,2023/02/15 19:22:33+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1  - 99 BLOCK OF LONGFELLOW STREET NW,399104,143306,4,4B,4,406,Cluster 17,002102 1,002102,Precinct 64,38.9576590222,-77.0103376166,,2023/02/15 11:25:00+00,2023/02/15 11:33:00+00,699902279,
397174,140033,23083433,2023/05/27 02:15:17+00,EVENING,OTHERS,THEFT/OTHER,3000 - 3099 BLOCK OF 14TH STREET NW,397174,140033,1,1A,3,302,Cluster 2,002802 3,002802,Precinct 36,38.9281708128,-77.0325915444,,2023/05/27 00:47:00+00,2023/05/27 01:21:00+00,699902280,
401740,137077,23083685,2023/05/27 12:17:26+00,DAY,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF MARYLAND AVENUE NE,401740,137077,5,5D,5,507,Cluster 23,008903 3,008903,Precinct 79,38.9015449994,-76.9799405098,,2023/05/27 11:37:00+00,2023/05/27 12:17:00+00,699902281,
398049,140379,23084590,2023/05/29 03:13:59+00,MIDNIGHT,GUN,ROBBERY,600 - 699 BLOCK OF LAMONT STREET NW,398049,140379,1,1E,4,409,Cluster 2,003200 3,003200,Precinct 38,38.9312900661,-77.0225013744,,2023/05/28 23:28:00+00,2023/05/28 23:29:00+00,699902282,
402823,139389,23085288,2023/05/30 06:47:21+00,MIDNIGHT,OTHERS,THEFT/OTHER,2800 - 2999 BLOCK OF CHANNING STREET NE,402823,139389,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,38.9223694668,-76.9674457024,,2023/05/30 06:02:00+00,2023/05/30 06:30:00+00,699902283,
401356,134668,23085300,2023/05/30 08:10:54+00,MIDNIGHT,GUN,ROBBERY,1400 - 1499 BLOCK OF PENNSYLVANIA AVENUE SE,401356,134668,6,6B,1,106,Cluster 26,006900 2,006900,Precinct 91,38.8798445047,-76.984372186,CAPITOL HILL,2023/05/30 06:46:00+00,2023/05/30 06:48:00+00,699902284,
396837,140214,23085335,2023/05/30 17:44:33+00,DAY,OTHERS,THEFT F/AUTO,3101 - 3199 BLOCK OF 16TH STREET NW,396837,140214,1,1D,3,302,Cluster 2,002702 1,002702,Precinct 39,38.9298001684,-77.0364789141,,2023/05/26 23:00:00+00,2023/05/27 12:00:00+00,699902285,
397868.289999999,135116.460000001,23085607,2023/05/30 20:58:46+00,EVENING,OTHERS,THEFT F/AUTO,400 - 999 BLOCK OF L'ENFANT PLAZA SW,397868.29,135116.46,6,6D,1,103,Cluster 9,010202 6,010202,Precinct 142,38.8838828674,-77.0245692132,SOUTHWEST,2023/05/29 17:00:00+00,2023/05/29 21:40:00+00,699902286,
403992,135998,23085608,2023/05/30 20:35:20+00,EVENING,OTHERS,THEFT/OTHER,100 - 222 BLOCK OF 35TH STREET NE,403992,135998,7,7F,6,603,Cluster 32,009603 3,009603,Precinct 102,38.8918176336,-76.9539847304,,2023/05/20 16:00:00+00,2023/05/28 08:00:00+00,699902287,
401135,136927,23085952,2023/05/31 09:43:50+00,MIDNIGHT,OTHERS,BURGLARY,1300 - 1399 BLOCK OF H STREET NE,401135,136927,6,6A,1,104,Cluster 25,008410 1,008410,Precinct 82,38.9001947352,-76.9869154654,,2023/05/31 08:25:00+00,2023/05/31 08:28:00+00,699902288,
391611,142277,23086442,2023/06/01 02:00:37+00,EVENING,OTHERS,THEFT F/AUTO,4500 - 4521 BLOCK OF 49TH STREET NW,391611,142277,3,3E,2,202,Cluster 11,001003 1,001003,Precinct 31,38.9483499139,-77.0967756217,,2023/05/31 01:30:00+00,2023/05/31 12:00:00+00,699902289,
397633,144615,23086550,2023/06/01 10:48:12+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,6500  - 6599 BLOCK OF GEORGIA AVENUE NW,397633,144615,4,4A,4,402,Cluster 17,001804 2,001804,Precinct 61,38.969448089,-77.0273138245,,2023/05/31 23:00:00+00,2023/06/01 09:30:00+00,699902290,
397349,137532,23087014,2023/06/01 21:01:40+00,EVENING,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF M STREET NW,397349,137532,2,2F,3,307,Cluster 7,005003 2,005003,Precinct 17,38.9056415243,-77.0305636569,,2023/05/30 02:30:00+00,2023/05/30 22:15:00+00,699902291,
395052.939999998,137535.079999998,23108707,2023/07/06 03:27:53+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1200 - 1225 BLOCK OF 28TH STREET NW,395052.94,137535.08,2,2E,2,206,Cluster 4,000101 1,000101,Precinct 5,38.9056593461,-77.0570351903,GEORGETOWN,2023/07/06 02:45:00+00,2023/07/06 03:00:00+00,699902292,
396749.409999996,138793.379999999,23109617,2023/07/07 18:19:24+00,DAY,OTHERS,THEFT/OTHER,1600 - 1699 BLOCK OF U STREET NW,396749.41,138793.38,2,2B,3,301,Cluster 6,004201 1,004201,Precinct 141,38.9170024503,-77.0374823633,,2023/07/07 16:00:00+00,2023/07/07 17:00:00+00,699902293,
399346.960000001,141989.859999999,23109688,2023/07/07 21:07:02+00,EVENING,OTHERS,THEFT F/AUTO,4500 - 4599 BLOCK OF CLERMONT DRIVE NE,399346.96,141989.86,5,5A,4,405,Cluster 19,009510 2,009510,Precinct 44,38.9458030902,-77.0075332081,,2023/07/05 22:30:00+00,2023/07/06 12:00:00+00,699902294,
394786.0,141454.440000001,23109766,2023/07/07 22:24:45+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,2900 - 2999 BLOCK OF TILDEN STREET NW,394786,141454.44,3,3C,2,203,Cluster 12,001304 2,001304,Precinct 34,38.9409646444,-77.0601425394,,2023/07/05 20:00:00+00,2023/07/06 19:30:00+00,699902295,
394784.25,137339.73,23110193,2023/07/09 00:27:11+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1000 - 1099 BLOCK OF THOMAS JEFFERSON STREET NW,394784.25,137339.73,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,38.9038980119,-77.060131462,GEORGETOWN,2023/04/18 16:00:00+00,2023/07/08 17:13:00+00,699902296,
397655.100000001,137976.280000001,23110614,2023/07/09 08:15:55+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,11TH STREET NW AND P STREET NW,397655.09999578,137976.27999747,2,2G,3,307,Cluster 7,005004 2,005004,Precinct 18,38.9096446219,-77.0270361152,,2023/07/09 05:59:00+00,2023/07/09 06:45:00+00,699902297,
397826.780000001,138634.190000001,23110631,2023/07/09 10:10:23+00,MIDNIGHT,OTHERS,THEFT F/AUTO,900 - 999 BLOCK OF T STREET NW,397826.78,138634.19,1,1B,3,305,Cluster 3,004402 2,004402,Precinct 137,38.9155717386,-77.0250587697,,2023/07/09 07:13:00+00,2023/07/09 08:27:00+00,699902298,
402486.543399997,131539.4476,23110634,2023/07/09 07:42:41+00,MIDNIGHT,OTHERS,THEFT/OTHER,2337 - 2435 BLOCK OF ALABAMA AVENUE SE,402486.54336026,131539.447639499,8,8B,7,702,Cluster 36,007408 2,007408,Precinct 115,38.8516587471,-76.9713540605,,2023/06/02 20:00:00+00,2023/07/08 18:00:00+00,699902299,
394622.450000003,137482.75,23110913,2023/07/09 20:30:46+00,EVENING,OTHERS,THEFT/OTHER,3100 - 3199 BLOCK OF M STREET NW,394622.45,137482.75,2,2E,2,206,Cluster 4,000102 3,000102,Precinct 5,38.905185411,-77.0619979449,GEORGETOWN,2023/07/09 20:00:00+00,2023/07/09 20:08:00+00,699902300,
401165.840000004,138586.640000001,23111030,2023/07/10 01:11:22+00,EVENING,OTHERS,THEFT/OTHER,1240 - 1399 BLOCK OF NEW YORK AVENUE NE,401165.84,138586.64,5,5D,5,506,Cluster 23,008803 1,008803,Precinct 76,38.915145306,-76.9865571175,,2023/07/10 00:18:00+00,2023/07/10 01:11:00+00,699902301,
400233.789999999,136927.879999999,23111817,2023/07/11 11:03:16+00,DAY,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF H STREET NE,400233.79,136927.88,6,6C,1,104,Cluster 25,008302 2,008302,Precinct 83,38.9002033642,-76.9973048161,,2023/07/11 10:21:00+00,,699902302,
394055.100000001,143911.34,23111944,2023/07/11 17:35:28+00,DAY,OTHERS,THEFT F/AUTO,3400 - 3599 BLOCK OF LIVINGSTON STREET NW,394055.1,143911.34,3,3/4G,2,201,Cluster 10,001401 1,001401,Precinct 50,38.9630924168,-77.0685946294,,2023/07/11 14:40:00+00,2023/07/11 15:00:00+00,699902303,
397627.509999998,146359.84,23112516,2023/07/12 15:35:43+00,DAY,OTHERS,MOTOR VEHICLE THEFT,7800 - 7899 BLOCK OF EASTERN AVENUE NW,397627.51,146359.84,4,4A,4,401,Cluster 16,001600 1,001600,Precinct 62,38.9851659857,-77.0273832155,,2023/07/05 12:00:00+00,2023/07/05 12:30:00+00,699902304,
397228.409999996,136778.640000001,23112558,2023/07/12 17:13:35+00,DAY,OTHERS,THEFT/OTHER,700 - 723 BLOCK OF 14TH STREET NW,397228.41,136778.64,2,2C,2,209,Cluster 8,005802 2,005802,Precinct 129,38.8988546185,-77.0319509116,DOWNTOWN,2023/07/12 15:12:00+00,2023/07/12 15:22:00+00,699902305,
395892.729999997,136464.350000001,23112648,2023/07/12 18:59:34+00,DAY,OTHERS,BURGLARY,2100 - 2199 BLOCK OF E STREET NW,395892.73,136464.35,2,2A,2,207,Cluster 5,010800 3,010800,Precinct 2,38.8960181546,-77.0473467599,,2023/03/02 19:03:00+00,2023/03/02 19:10:00+00,699902306,
391294.359999999,141247.93,23112686,2023/07/13 00:10:32+00,EVENING,OTHERS,THEFT F/AUTO,5000 - 5099 BLOCK OF SEDGWICK STREET NW,391294.36,141247.93,3,3D,2,205,Cluster 13,000904 2,000904,Precinct 9,38.9390766825,-77.100415324,,2023/07/12 19:47:00+00,2023/07/12 20:13:00+00,699902307,
398127.740000002,140238.640000001,23113124,2023/07/13 15:23:18+00,DAY,OTHERS,ROBBERY,500 - 699 BLOCK OF KENYON STREET NW,398127.74,140238.64,1,1E,4,409,Cluster 2,003200 4,003200,Precinct 38,38.9300258314,-77.0215928633,,2023/07/13 13:45:00+00,,699902308,
399488.861400001,129213.8101,23113362,2023/07/14 00:16:17+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4000 - 4099 BLOCK OF 1ST STREET SE,399488.861437479,129213.810101341,8,8D,7,708,Cluster 39,009810 1,009810,Precinct 124,38.830711727,-77.005886786,,2023/07/13 21:37:00+00,2023/07/13 21:43:00+00,699902309,
397424.009999998,140197.84,23113569,2023/07/14 06:11:50+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,13TH STREET NW AND KENYON STREET NW,397424.01001156,140197.83999953,1,1A,3,302,Cluster 2,003000 1,003000,Precinct 39,38.9296565111,-77.029708861,,2023/07/14 04:25:00+00,2023/07/14 04:59:00+00,699902310,
399695.200000003,137774.0,23113770,2023/07/14 15:08:37+00,DAY,OTHERS,THEFT/OTHER,1300 - 1399 BLOCK OF 2ND STREET NE,399695.2,137774,6,6E,5,501,Cluster 25,010601 2,010601,Precinct 144,38.9078254892,-77.0035141787,NOMA,2023/07/14 10:40:00+00,2023/07/14 14:05:00+00,699902311,
397497.210000001,137185.879999999,23114258,2023/07/15 07:21:33+00,MIDNIGHT,GUN,ROBBERY,1200 - 1299 BLOCK OF K STREET NW,397497.21,137185.88,2,2C,2,209,Cluster 8,010100 2,010100,Precinct 129,38.9025239882,-77.0288536671,DOWNTOWN,2023/07/15 05:50:00+00,2023/07/15 06:00:00+00,699902312,
406019.259999998,134820.829999998,23114704,2023/07/15 23:30:44+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,4900 - 5099 BLOCK OF IVORY WALTERS LANE SE,406019.26,134820.83,7,7E,6,604,Cluster 33,009904 3,009904,Precinct 104,38.8812016992,-76.9306270846,,2023/07/15 21:57:00+00,2023/07/15 23:03:00+00,699902313,
397241.549999997,140302.66,23115390,2023/07/17 04:01:21+00,MIDNIGHT,OTHERS,ROBBERY,1326 - 1399 BLOCK OF PARK ROAD NW,397241.55,140302.66,1,1A,3,302,Cluster 2,002900 2,002900,Precinct 41,38.9306002081,-77.0318135912,,2023/07/17 01:01:00+00,2023/07/17 01:02:00+00,699902314,
399489.988899998,134459.5255,23113760,2023/07/14 14:42:51+00,DAY,OTHERS,THEFT F/AUTO,1000 - 1099 BLOCK OF 1ST STREET SE,399489.98889348,134459.525530209,6,8F,1,106,Cluster 27,007202 2,007202,Precinct 131,38.8779673826,-77.005877691,CAPITOL RIVERFRONT,2023/07/10 16:00:00+00,2023/07/14 13:00:00+00,699902316,
398597.049999997,137252.579999998,23113822,2023/07/14 20:29:27+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,1000 - 1099 BLOCK OF 4TH STREET NW,398597.05,137252.58,6,6E,1,101,Cluster 8,004703 4,004703,Precinct 1,38.9031272889,-77.0161741873,MOUNT VERNON TRIANGLE CID,2023/07/14 14:38:00+00,2023/07/14 15:40:00+00,699902317,
402437.770400003,133500.7108,23114502,2023/07/15 17:37:51+00,DAY,GUN,ROBBERY,2400 - 2414 BLOCK OF NAYLOR ROAD SE,402437.770400215,133500.710777319,8,8A,6,607,Cluster 34,007601 2,007601,Precinct 133,38.8693267649,-76.9719089911,,2023/07/15 16:02:00+00,2023/07/15 17:30:00+00,699902318,
399995.6919,134294.3884,23114647,2023/07/18 02:02:36+00,EVENING,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF M STREET SE,399995.691933949,134294.388378056,8,8F,1,106,Cluster 27,007201 2,007201,Precinct 131,38.8764799099,-77.0000496478,CAPITOL RIVERFRONT,2023/07/15 21:12:00+00,2023/07/15 23:15:00+00,699902319,
397242.869999997,140663.82,23115070,2023/07/16 15:44:46+00,DAY,OTHERS,MOTOR VEHICLE THEFT,1300 - 1399 BLOCK OF OAK STREET NW,397242.87,140663.82,1,1A,4,408,Cluster 2,002900 2,002900,Precinct 41,38.9338536515,-77.0317998184,,2023/07/16 01:00:00+00,2023/07/16 14:45:00+00,699902320,
397330.130000003,138792.899999999,23115242,2023/07/16 21:43:14+00,EVENING,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF U STREET NW,397330.13,138792.9,1,1B,3,305,Cluster 3,004402 1,004402,Precinct 22,38.9170000824,-77.0307861136,,2023/07/16 03:40:00+00,2023/07/16 07:45:00+00,699902321,
404825.769100003,136802.197700001,23115767,2023/07/17 18:21:13+00,DAY,OTHERS,BURGLARY,4000 - 4199 BLOCK OF GAULT PLACE NE,404825.769090431,136802.197724383,7,7C,6,602,Cluster 30,007803 1,007803,Precinct 99,38.8990579582,-76.9443683346,,2023/07/17 17:00:00+00,2023/07/17 17:10:00+00,699902322,
402637.459799998,134020.9157,23116090,2023/07/18 04:53:24+00,MIDNIGHT,GUN,ROBBERY,2500 - 2599 BLOCK OF MINNESOTA AVENUE SE,402637.4598404,134020.915737802,7,7B,6,605,Cluster 34,007709 1,007709,Precinct 111,38.8740124044,-76.9696059265,,2023/07/18 03:40:00+00,2023/07/18 03:50:00+00,699902323,
396171.049999997,137945.800000001,23116147,2023/07/18 07:36:44+00,MIDNIGHT,OTHERS,THEFT/OTHER,1 - 7 BLOCK OF DUPONT CIRCLE NW,396171.05,137945.8,2,2B,2,208,Cluster 6,005502 3,005502,Precinct 14,38.9093648355,-77.0441466713,DUPONT CIRCLE,2023/07/18 07:06:00+00,2023/07/18 07:26:00+00,699902324,
399885.609999999,136274.059999999,23116349,2023/07/18 18:37:59+00,DAY,OTHERS,THEFT F/AUTO,300 - 399 BLOCK OF MASSACHUSETTS AVENUE NE,399885.61,136274.06,6,6C,1,108,Cluster 25,008301 2,008301,Precinct 84,38.8943135401,-77.0013186049,CAPITOL HILL,2023/07/18 16:13:00+00,2023/07/18 17:11:00+00,699902325,
399695.530000001,136423.809999999,23116655,2023/07/19 03:52:28+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,406 - 499 BLOCK OF 2ND STREET NE,399695.53,136423.81,6,6C,1,108,Cluster 25,008301 2,008301,Precinct 84,38.8956624977,-77.0035097755,CAPITOL HILL,2023/07/19 02:37:00+00,,699902326,
401601.329999998,130970.75,23116714,2023/07/19 07:12:56+00,MIDNIGHT,OTHERS,MOTOR VEHICLE THEFT,1500 - 1699 BLOCK OF ALABAMA AVENUE SE,401601.33,130970.75,8,8C,7,704,Cluster 38,007404 2,007404,Precinct 117,38.8465377272,-76.9815533837,,2023/07/19 03:04:00+00,2023/07/19 06:08:00+00,699902327,
402965.039999999,132500.25,23116756,2023/07/19 09:54:46+00,MIDNIGHT,GUN,ROBBERY,2800 - 2999 BLOCK OF ALABAMA AVENUE SE,402965.04,132500.25,7,7B,6,606,Cluster 35,007603 2,007603,Precinct 113,38.8603125815,-76.9658374528,,2023/07/19 07:25:00+00,2023/07/19 09:15:00+00,699902328,
401521.469999999,136902.829999998,23116958,2023/07/20 12:48:52+00,DAY,OTHERS,THEFT F/AUTO,1500 - 1599 BLOCK OF BENNING ROAD NE,401521.47,136902.83,5,5D,5,507,Cluster 23,008904 1,008904,Precinct 79,38.8999764193,-76.9824602061,,2023/07/19 18:02:00+00,2023/07/19 19:07:00+00,699902329,
400139.409999996,137702.670000002,23117178,2023/07/20 00:58:14+00,EVENING,OTHERS,THEFT F/AUTO,500 - 599 BLOCK OF MORSE STREET NE,400139.41,137702.67,5,5D,5,501,Cluster 23,008803 2,008803,Precinct 76,38.9071829657,-76.9983926928,,2023/07/14 16:30:00+00,2023/07/20 00:58:00+00,699902330,
398358.5,137916.34,23117265,2023/07/20 03:40:53+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1400 - 1499 BLOCK OF 5TH STREET NW,398358.5,137916.34,2,2G,3,308,Cluster 7,004801 3,004801,Precinct 18,38.909106257,-77.0189259447,,2023/07/15 14:00:00+00,2023/07/15 14:10:00+00,699902331,
398316.609999999,134508.670000002,23117622,2023/07/20 19:43:35+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,400 - 599 BLOCK OF K STREET SW,398316.61,134508.67,6,6D,1,105,Cluster 9,010201 1,010201,Precinct 142,38.8784086318,-77.0194005726,SOUTHWEST,2023/07/19 16:31:00+00,2023/07/20 18:15:00+00,699902332,
398477.729999997,137319.93,23118042,2023/07/21 12:43:06+00,DAY,OTHERS,THEFT F/AUTO,400 - 497 BLOCK OF L STREET NW,398477.73,137319.93,6,6E,1,101,Cluster 8,004703 2,004703,Precinct 1,38.9037338029,-77.0175499408,MOUNT VERNON TRIANGLE CID,2023/07/21 11:45:00+00,2023/07/21 11:57:00+00,699902333,
400233,136927,23005402,2023/01/11 02:38:52+00,EVENING,OTHERS,THEFT/OTHER,600 - 699 BLOCK OF H STREET NE,400233,136927,6,6C,1,104,Cluster 25,010602 2,010602,Precinct 83,38.9001954371,-76.9973139237,,2023/01/11 00:39:00+00,2023/01/11 02:38:00+00,699902334,
402761,139412,23005639,2023/01/11 16:52:10+00,DAY,OTHERS,THEFT F/AUTO,2500 - 2515 BLOCK OF BLADENSBURG ROAD NE,402761,139412,5,5C,5,503,Cluster 24,011100 1,011100,Precinct 71,38.9225768551,-76.968160582,,2022/12/25 13:00:00+00,2022/12/25 20:00:00+00,699902335,
400172,142562,23006127,2023/01/12 09:07:11+00,MIDNIGHT,OTHERS,THEFT F/AUTO,5021 - 5053 BLOCK OF 6TH PLACE NE,400172,142562,5,5A,4,405,Cluster 20,009509 3,009509,Precinct 66,38.9509573118,-76.9980157334,,2023/01/12 04:30:00+00,2023/01/12 07:45:00+00,699902336,
402996,140986,23006373,2023/01/12 21:41:58+00,EVENING,OTHERS,THEFT F/AUTO,3800 - 3809 BLOCK OF EASTERN AVENUE NE,402996,140986,5,5B,5,503,Cluster 24,009400 3,009400,Precinct 69,38.9367551633,-76.9654437283,,2023/01/11 22:00:00+00,2023/01/12 13:15:00+00,699902337,
401508,137047,23006421,2023/01/12 22:10:02+00,EVENING,OTHERS,THEFT F/AUTO,812 - 899 BLOCK OF BLADENSBURG ROAD NE,401508,137047,5,5D,5,507,Cluster 23,008903 3,008903,Precinct 79,38.9012751773,-76.9826151743,,2023/01/12 03:00:00+00,2023/01/12 18:00:00+00,699902338,
402796,133416,23006516,2023/01/13 01:18:38+00,EVENING,OTHERS,BURGLARY,1700 - 1899 BLOCK OF 28TH STREET SE,402796,133416,7,7B,6,607,Cluster 34,007604 1,007604,Precinct 111,38.8685625898,-76.967781371,,2023/01/12 23:54:00+00,,699902339,
401361,133925,23006895,2023/01/14 02:00:36+00,EVENING,OTHERS,THEFT F/AUTO,1800 - 1899 BLOCK OF ANACOSTIA DRIVE SE,401361,133925,8,8A,6,607,Cluster 34,007601 5,007601,Precinct 140,38.8731512591,-76.9843160325,,2023/01/13 16:31:00+00,2023/01/13 19:33:00+00,699902340,
398477,137857,23101224,2023/06/24 00:18:38+00,EVENING,OTHERS,THEFT/OTHER,400 - 499 BLOCK OF O STREET NW,398477,137857,2,2G,3,308,Cluster 7,004802 1,004802,Precinct 18,38.9085719152,-77.0175595478,,2023/06/05 21:00:00+00,2023/06/24 00:12:00+00,699902341,
397713.299999997,134761.079999998,23101337,2023/06/24 05:08:23+00,MIDNIGHT,OTHERS,THEFT F/AUTO,1 - 99 BLOCK OF BLAIR ALLEY SW,397713.3,134761.08,6,6D,1,103,Cluster 9,010202 5,010202,Precinct 142,38.8806810777,-77.0263543816,SOUTHWEST,2023/05/22 21:00:00+00,2023/06/24 00:30:00+00,699902342,
398131.219999999,138694.260000002,23195395,2023/12/01 01:53:50+00,EVENING,OTHERS,THEFT F/AUTO,631 - 699 BLOCK OF FLORIDA AVENUE NW,398131.22,138694.26,1,1B,3,306,Cluster 3,003400 3,003400,Precinct 37,38.9161135692,-77.021548524,,2023/12/01 00:43:00+00,2023/12/01 01:06:00+00,699902343,
395917.969999999,137513.140000001,23196144,2023/12/02 08:38:38+00,MIDNIGHT,OTHERS,THEFT F/AUTO,2100 - 2109 BLOCK OF M STREET NW,395917.97,137513.14,2,2A,2,208,Cluster 5,005501 1,005501,Precinct 4,38.9054661459,-77.0470620373,,2023/12/02 08:23:00+00,2023/12/02 08:40:00+00,699902344,
404370.020000003,136293.079999998,23196457,2023/12/02 23:28:56+00,EVENING,OTHERS,THEFT/OTHER,3905 - 3999 BLOCK OF MINNESOTA AVENUE NE,404370.02,136293.08,7,7F,6,603,Cluster 32,009603 3,009603,Precinct 102,38.8944740251,-76.9496254665,,2023/12/02 22:43:00+00,,699902345,
398099.079999998,137450.09,23196490,2023/12/03 03:53:44+00,EVENING,OTHERS,THEFT/OTHER,1100 - 1199 BLOCK OF 7TH STREET NW,398099.08,137450.09,2,2G,3,308,Cluster 8,004802 2,004802,Precinct 18,38.9049055925,-77.0219156797,,2023/12/02 22:18:00+00,2023/12/03 00:28:00+00,699902346,
398877.950000003,141831.870000001,23196752,2023/12/03 12:45:14+00,DAY,OTHERS,THEFT F/AUTO,1 - 199 BLOCK OF WEBSTER STREET NW,398877.95,141831.87,4,4C,,,Cluster 18,002301 2,002301,Precinct 46,38.9443793978,-77.0129432612,,2023/12/03 11:20:00+00,2023/12/03 11:54:00+00,699902347,
398887.259999998,142651.050000001,23196858,2023/12/03 23:20:34+00,EVENING,OTHERS,THEFT/OTHER,5000 - 5099 BLOCK OF NEW HAMPSHIRE AVENUE NW,398887.26,142651.05,4,4D,4,407,Cluster 18,002202 1,002202,Precinct 57,38.9517588105,-77.0128371958,,2023/12/01 15:55:00+00,2023/12/02 18:33:00+00,699902348,
402240.325999998,136664.846099999,23197190,2023/12/04 09:48:14+00,MIDNIGHT,KNIFE,ASSAULT W/DANGEROUS WEAPON,600 - 669 BLOCK OF 21ST STREET NE,402240.326016032,136664.846140256,7,7D,5,507,Cluster 25,007903 1,007903,Precinct 80,38.8978310369,-76.9741738746,,2023/12/04 04:38:00+00,2023/12/04 07:00:00+00,699902349,
405592.494199999,138052.873100001,23197206,2023/12/04 10:40:47+00,MIDNIGHT,OTHERS,BURGLARY,1500 - 1599 BLOCK OF KENILWORTH AVENUE NE,405592.494211143,138052.873085544,7,7C,6,602,Cluster 31,009601 1,009601,Precinct 92,38.9103199343,-76.9355193145,,2023/12/04 09:57:00+00,2023/12/04 10:00:00+00,699902350,
399446.259999998,138633.129999999,23197451,2023/12/04 20:40:16+00,EVENING,OTHERS,MOTOR VEHICLE THEFT,33 - 119 BLOCK OF T STREET NE,399446.26,138633.13,5,5F,5,502,Cluster 21,008701 1,008701,Precinct 75,38.9155647023,-77.0063850147,,2023/12/04 12:05:00+00,2023/12/04 19:25:00+00,699902351,
397265.719999999,144563.09,23197935,2023/12/05 19:19:13+00,DAY,OTHERS,THEFT F/AUTO,1300 - 1399 BLOCK OF UNDERWOOD STREET NW,397265.72,144563.09,4,4A,4,402,Cluster 17,001804 1,001804,Precinct 61,38.9689794046,-77.031551818,,2023/12/05 16:12:00+00,2023/12/05 16:59:00+00,699902352,
400897.909999996,133798.969999999,23198621,2023/12/06 18:48:40+00,DAY,OTHERS,MOTOR VEHICLE THEFT,I695 BRIDGE - NORTHBOUND (BRIDGE),400897.91,133798.97,6,6B,1,106,Cluster 46,007100 1,007100,Precinct 91,38.872016525,-76.9896527794,,2023/11/17 17:00:00+00,2023/12/06 17:00:00+00,699902353,
